,PMID,Year
404,35334496,2022
405,35328383,2022
406,35312228,2022
407,35304162,2022
408,35302299,2022
409,35301863,2022
410,35290882,2022
411,35286944,2022
412,35272213,2022
413,35255782,2022
414,35222688,2022
415,35203245,2022
416,35189048,2022
417,35169355,2022
418,35163198,2022
419,35159373,2022
420,35157721,2022
421,35076188,2022
422,35029768,2022
423,35027490,2022
424,35026963,2022
425,35016439,2022
426,34997773,2022
427,34985712,2022
428,34972164,2022
429,34961772,2022
430,34958006,2022
431,34950438,2021
432,34931228,2022
433,34913774,2022
434,34873417,2022
435,34851581,2021
436,34837469,2022
437,34818876,2022
438,34804057,2022
439,34799871,2022
440,34781178,2021
441,34774537,2022
442,34741385,2022
443,34716495,2022
444,34698413,2022
445,34626053,2021
446,34610416,2022
447,34535708,2021
448,34518132,2022
449,34495394,2022
450,34488676,2021
451,34482860,2021
452,34389752,2021
453,34378676,2021
454,34366325,2022
455,34358482,2022
456,34343125,2022
457,34342761,2022
458,34337857,2022
459,34331128,2021
460,34314629,2022
461,34301845,2021
462,34272079,2022
463,34266857,2022
464,34266326,2022
465,34258959,2021
466,34238179,2022
467,34233673,2021
468,34233454,2021
469,34212311,2022
470,34208765,2021
471,34204158,2021
472,34175401,2021
473,34174519,2022
474,34087839,2021
475,34086555,2022
476,34086554,2022
477,34030095,2021
478,34020433,2022
479,34020163,2022
480,33988168,2021
481,33987861,2022
482,33967958,2022
483,33961985,2021
484,33948855,2021
485,33919834,2021
486,33895755,2021
487,33888045,2021
488,33877895,2021
489,33869627,2021
490,33860430,2021
491,33859515,2021
492,33790326,2021
493,33785715,2021
494,33780511,2021
495,33776993,2021
496,33772703,2021
497,33769444,2021
498,33741523,2022
499,33739023,2021
500,33725861,2021
501,33723932,2021
502,33676945,2021
503,33674633,2021
504,33647883,2021
505,33598796,2021
506,33596145,2021
507,33573274,2021
508,33543866,2022
509,33533513,2021
510,33491014,2021
511,33481270,2021
512,33469902,2021
513,33463352,2021
514,33434077,2021
515,33415165,2021
516,33399935,2021
517,33394826,2021
518,33391543,2021
519,33378024,2021
520,33350775,2021
521,33349227,2022
522,33332708,2021
523,33327867,2021
524,33318473,2021
525,33290159,2021
526,33287921,2021
527,33268243,2021
528,33257015,2021
529,33237353,2021
530,33215881,2021
531,33212095,2021
532,33206331,2021
533,33206330,2021
534,33201038,2021
535,33176966,2021
536,33174291,2021
537,33125362,2021
538,33112562,2021
539,33112535,2021
540,33110923,2021
541,33108223,2021
542,33054296,2021
543,33028151,2020
544,33015156,2021
545,32996748,2021
546,32994454,2021
547,32950048,2021
548,32949355,2021
549,32941675,2021
550,32933141,2021
551,32899424,2021
552,32885987,2021
553,32881598,2023
554,32876110,2020
555,32871993,2020
556,32871962,2020
557,32869085,2021
558,32862588,2021
559,32855524,2020
560,32804324,2021
561,32767932,2021
562,32764903,2020
563,32764607,2020
564,32746985,2021
565,32717421,2021
566,32675386,2021
567,32657574,2021
568,32631422,2021
569,32626749,2021
570,32598698,2020
571,32572900,2021
572,32563236,2022
573,32557866,2021
574,32536220,2022
575,32527354,2020
576,32525285,2020
577,32521885,2021
578,32481402,2020
579,32480291,2020
580,32468302,2020
581,32441313,2021
582,32412786,2021
583,32409593,2021
584,32401035,2021
585,32388720,2020
586,32366447,2020
587,32356483,2020
588,32332611,2020
589,32326378,2021
590,32319564,2021
591,32319558,2021
592,32316783,2022
593,32316638,2021
594,32291425,2021
595,32283952,2022
596,32268810,2021
597,32256450,2021
598,32194865,2021
599,32192453,2020
600,32191117,2020
601,32184430,2020
602,32176569,2021
603,32144351,2020
604,32141536,2021
605,32132553,2020
606,32124090,2021
607,32122370,2021
608,32091667,2021
609,32082077,2020
610,32081769,2021
611,32049107,2020
612,32040721,2021
613,32033332,2020
614,32028672,2020
615,32020560,2021
616,32018074,2021
617,31987188,2020
618,31986951,2022
619,31934534,2020
620,31930680,2021
621,31918721,2020
622,31912278,2020
623,31910411,2021
624,31907972,2021
625,31902241,2021
626,31892044,2020
627,31866421,2021
628,31856412,2021
629,31814034,2020
630,31806407,2020
631,31800164,2021
632,31781909,2020
633,31778243,2020
634,31764853,2019
635,31764830,2019
636,31752524,2020
637,31704554,2020
638,31699948,2020
639,31672436,2020
640,31669517,2020
641,31660696,2020
642,31647206,2019
643,31646977,2020
644,31642613,2020
645,31603116,2020
646,31602161,2020
647,31583946,2020
648,31583718,2021
649,31574853,2019
650,31574306,2019
651,31571148,2020
652,31570818,2020
653,31541457,2020
654,31537868,2020
655,31523188,2020
656,31492371,2021
657,31487658,2020
658,31483888,2020
659,31483058,2020
660,31482406,2021
661,31469874,2020
662,31422202,2020
663,31416448,2020
664,31415369,2019
665,31400480,2020
666,31368531,2020
667,31351450,2019
668,31349698,2020
669,31311829,2020
670,31310330,2020
671,31307177,2020
672,31302227,2020
673,31276668,2019
674,31273251,2020
675,31263200,2020
676,31209193,2020
677,31189875,2020
678,31161410,2020
679,31140328,2019
680,31129247,2019
681,31115569,2019
682,31115556,2019
683,31115212,2019
684,31109008,2020
685,31102171,2020
686,31101191,2019
687,31085811,2019
688,31085440,2019
689,31084743,2019
690,31084400,2019
691,31073224,2020
692,31064190,2019
693,31033015,2020
694,31032588,2019
695,31030498,2019
696,31029057,2020
697,31016944,2019
698,31002531,2020
699,30999696,2019
700,30997628,2019
701,30990573,2019
702,30983306,2020
703,30981817,2019
704,30931980,2020
705,30925941,2019
706,30918429,2019
707,30905898,2020
708,30884584,2019
709,30880765,2019
710,30862139,2019
711,30861181,2020
712,30859354,2019
713,30849539,2019
714,30844478,2019
715,30840186,2020
716,30825229,2020
717,30820789,2019
718,30803440,2019
719,30802686,2020
720,30788936,2019
721,30727807,2019
722,30711939,2019
723,30698824,2020
724,30698680,2020
725,30681889,2019
726,30664688,2019
727,30652656,2020
728,30643043,2019
729,30604797,2019
730,30594253,2019
731,30588193,2019
732,30576678,2020
733,30575905,2020
734,30569605,2020
735,30569513,2020
736,30568292,2019
737,30565043,2019
738,30561106,2019
739,30556877,2019
740,30555555,2019
741,30554863,2019
742,30538784,2019
743,30536328,2019
744,30536317,2019
745,30520131,2020
746,30518666,2019
747,30518009,2019
748,30509037,2019
749,30464258,2019
750,30454026,2019
751,30447706,2019
752,30422797,2020
753,30420592,2019
754,30416314,2019
755,30408234,2019
756,30398001,2019
757,30389444,2019
758,36860345,2023
759,36756790,2023
760,36677130,2023
761,36660044,2023
762,36648741,2023
763,36632887,2023
764,36612284,2023
765,36561056,2022
766,36494326,2022
767,36459290,2023
768,36299385,2022
769,36282999,2022
770,36259475,2022
771,36250210,2022
772,36200021,2022
773,35958297,2022
774,35957689,2022
775,35884554,2022
776,35844239,2022
777,35740455,2023
778,35712057,2022
779,35674773,2023
780,35662862,2022
781,35634597,2023
782,35617312,2022
783,35593324,2022
784,35566526,2023
785,35565434,2022
786,35510208,2022
787,35480196,2022
788,35439827,2023
789,35417465,2022
790,35402577,2022
791,35316914,2022
792,35239506,2022
793,35237086,2022
794,35223564,2022
795,35215330,2022
796,35197661,2022
797,35175475,2022
798,35159062,2022
799,35158368,2022
800,35132352,2022
801,35117730,2022
802,35116921,2022
803,35116873,2022
804,35103454,2023
805,35053428,2022
806,34983563,2022
807,34900532,2021
808,34869683,2021
809,34804934,2022
810,34796453,2022
811,34729120,2023
812,34722652,2021
813,34630703,2021
814,34630590,2022
815,34616172,2022
816,34604414,2022
817,34603671,2021
818,34552821,2021
819,34522205,2022
820,34484645,2022
821,34474460,2021
822,34462662,2021
823,34457199,2021
824,34440094,2023
825,34367281,2022
826,34349427,2022
827,34277805,2022
828,34117264,2021
829,34012511,2021
830,33995992,2022
831,33965804,2021
832,33937067,2021
833,33907298,2021
834,33833559,2022
835,33824853,2021
836,33805513,2021
837,33801319,2021
838,33672628,2021
839,33669508,2021
840,33638118,2021
841,33614494,2021
842,33614488,2022
843,33613699,2022
844,33604572,2021
845,33604541,2022
846,33562573,2021
847,33552001,2023
848,33535216,2023
849,33510094,2021
850,33440868,2021
851,33408517,2022
852,33385416,2021
853,33327422,2020
854,33313435,2022
855,33312427,2020
856,33251333,2020
857,33194696,2020
858,33193757,2020
859,33162110,2021
860,33144602,2021
861,33116816,2022
862,33082517,2022
863,33061847,2022
864,33041804,2020
865,33023021,2020
866,32980803,2021
867,32943928,2022
868,32943895,2022
869,32937907,2020
870,32934814,2020
871,32924694,2021
872,32922944,2022
873,32822714,2020
874,32802169,2020
875,32782620,2020
876,32782495,2020
877,32765027,2022
878,32759718,2020
879,32724386,2020
880,32695607,2022
881,32666288,2021
882,32645898,2020
883,32520081,2020
884,32508177,2021
885,32438598,2020
886,32413978,2023
887,32411934,2020
888,32404916,2021
889,32403384,2020
890,32388866,2021
891,32357909,2021
892,32351734,2021
893,32326590,2021
894,32309220,2022
895,32308936,2022
896,32295105,2020
897,32233625,2020
898,32231463,2022
899,32210627,2022
900,32210570,2022
901,32206491,2021
902,32194694,2020
903,32194634,2020
904,32157513,2021
905,32121653,2020
906,32104069,2022
907,32087719,2020
908,32070749,2020
909,32045334,2021
910,32028703,2020
911,32021418,2022
912,32015595,2022
913,32010426,2020
914,31998559,2022
915,31966780,2020
916,31966731,2020
917,31966577,2020
918,31938234,2020
919,31933965,2020
920,31933770,2023
921,31916447,2020
922,31882721,2020
923,31872641,2020
924,31850358,2020
925,31759996,2020
926,31749630,2023
927,31731456,2020
928,31707807,2020
929,31692513,2022
930,31680766,2020
931,31655195,2019
932,31624741,2020
933,31611956,2020
934,31602261,2022
935,31582977,2022
936,31579415,2020
937,31555359,2020
938,31523393,2020
939,31495827,2020
940,31489016,2022
941,31482067,2023
942,31452816,2020
943,31430983,2020
944,31389580,2020
945,31389569,2020
946,31371997,2022
947,31354287,2020
948,31341885,2023
949,31341453,2022
950,31311255,2020
951,31289551,2020
952,31239767,2020
953,31205555,2020
954,31163082,2020
955,31114576,2020
956,31082699,2019
957,31063535,2023
958,31049003,2022
959,31031866,2022
960,30954901,2020
961,30937183,2020
962,30936985,2020
963,30915769,2020
964,30899304,2023
965,30881128,2022
966,30867786,2020
967,30859103,2020
968,30774681,2022
969,30728670,2020
970,30713578,2023
971,30675287,2020
972,30651854,2020
973,30639060,2020
974,30623320,2020
975,30622599,2022
976,30542412,2020
977,30537729,2019
978,30515297,2022
979,30449992,2022
980,30410681,2019
981,30405804,2020
982,30655868,2020
983,30675129,2022
984,30675293,2020
985,31427899,2022
986,31452812,2020
987,31559405,2019
988,31564905,2022
989,32055277,2020
990,32175019,2022
991,32182839,2020
992,32280240,2022
993,32927431,2023
994,33062604,2020
995,36834570,2023
996,36697316,2023
997,36611966,2023
998,36546578,2023
999,36522730,2022
1000,36221381,2022
1001,36219565,2022
1002,36206272,2022
1003,36125433,2023
1004,36033831,2022
1005,36000352,2022
1006,35987860,2022
1007,35971848,2022
1008,35912140,2022
1009,35840148,2023
1010,35806139,2022
1011,35761154,2023
1012,35754121,2022
1013,35660458,2022
1014,35498403,2022
1015,35451884,2022
1016,35346324,2022
1017,35328750,2022
1018,35328425,2022
1019,35282462,2022
1020,35235474,2022
1021,35184427,2022
1022,35129856,2022
1023,35088558,2022
1024,34946964,2022
1025,34875312,2022
1026,34777696,2022
1027,34687038,2022
1028,34681793,2022
1029,34628789,2022
1030,34628264,2022
1031,34572608,2022
1032,34571048,2022
1033,34312814,2022
1034,34288231,2022
1035,34282172,2021
1036,34270831,2021
1037,34050852,2022
1038,33976355,2021
1039,33960055,2022
1040,33837901,2021
1041,33813728,2021
1042,33806619,2021
1043,33804639,2021
1044,33804042,2021
1045,33770377,2021
1046,33601096,2021
1047,33582040,2021
1048,33535181,2021
1049,33481227,2021
1050,33371806,2021
1051,33270982,2021
1052,33200798,2021
1053,33187583,2020
1054,33139818,2022
1055,33114482,2021
1056,32802839,2021
1057,32756006,2021
1058,32702628,2021
1059,32669469,2021
1060,32604783,2021
1061,32592277,2021
1062,32535612,2021
1063,32429037,2021
1064,32380256,2021
1065,32323148,2021
1066,32293319,2021
1067,32275975,2021
1068,32253819,2021
1069,32236579,2020
1070,32215990,2020
1071,32147308,2021
1072,32126572,2020
1073,32124924,2021
1074,32115427,2021
1075,32106367,2020
1076,32102516,2020
1077,32090490,2021
1078,31994346,2021
1079,31945658,2021
1080,31945196,2020
1081,31813289,2022
1082,31658043,2020
1083,31564221,2020
1084,31498525,2020
1085,31434314,2020
1086,31358876,2020
1087,31308028,2019
1088,31270251,2020
1089,31225740,2019
1090,31169019,2019
1091,31124410,2020
1092,31089750,2020
1093,31009404,2020
1094,30938910,2020
1095,30870812,2020
1096,30771749,2019
1097,30760335,2019
1098,30736829,2019
1099,30604369,2019
1100,30408612,2020
1101,30401711,2019
1102,36742227,2023
1103,36734535,2023
1104,36649032,2023
1105,36573051,2023
1106,36531016,2022
1107,36474749,2022
1108,36452459,2022
1109,36387469,2022
1110,36299891,2022
1111,36293110,2022
1112,36289853,2023
1113,36204312,2022
1114,36186442,2022
1115,36077457,2022
1116,36009063,2022
1117,35886860,2022
1118,35835402,2022
1119,35723379,2022
1120,35475253,2022
1121,35468879,2022
1122,35279183,2022
1123,35251503,2022
1124,35242164,2022
1125,35060207,2022
1126,34868358,2021
1127,34771422,2021
1128,34758342,2021
1129,34717910,2021
1130,34616615,2022
1131,34532460,2022
1132,34434498,2021
1133,34336825,2022
1134,34300256,2021
1135,34155579,2022
1136,34149807,2022
1137,34131106,2021
1138,34090498,2021
1139,34017441,2021
1140,33924204,2021
1141,33816578,2021
1142,33800458,2023
1143,33785732,2021
1144,33776746,2021
1145,33750388,2021
1146,33469418,2021
1147,33322822,2020
1148,33261029,2020
1149,33194441,2022
1150,33126452,2021
1151,32944521,2022
1152,32930981,2021
1153,32793278,2022
1154,32757994,2020
1155,32745381,2020
1156,32577165,2020
1157,32368293,2020
1158,32021962,2022
1159,32021461,2022
1160,31839944,2020
1161,31592314,2022
1162,31555200,2020
1163,31102912,2020
1164,30932160,2019
1165,30860987,2019
1166,30682335,2019
1167,30584410,2023
1168,32575666,2020
1169,36708978,2023
1170,36560694,2022
1171,35738798,2022
1172,35276697,2022
1173,35175428,2022
1174,35141939,2022
1175,34963440,2022
1176,34839044,2022
1177,34797887,2022
1178,34641388,2021
1179,34523750,2022
1180,34388112,2022
1181,34233694,2021
1182,33876465,2021
1183,33455113,2021
1184,33185898,2021
1185,32775420,2021
1186,32634115,2021
1187,32204765,2020
1188,31660076,2020
1189,31487656,2020
1190,31002820,2020
1191,30889506,2019
1192,30443177,2019
1193,36660723,2023
1194,34610715,2021
1195,33763375,2022
1196,33116748,2022
1197,32859747,2021
1198,32825219,2020
1199,31207946,2020
1200,30979011,2020
1201,30774424,2022
1202,30670982,2021
1203,36798431,2023
1204,32534099,2021
1205,36819547,2023
1206,36551009,2022
1207,36139749,2022
1208,35682646,2022
1209,34658571,2022
1210,34434493,2021
1211,33154212,2022
1212,32684859,2022
1213,32194703,2020
1214,31407670,2020
1215,31269723,2020
1216,34040372,2021
1217,36945942,2023
1218,36902024,2023
1219,36873400,2023
1220,36869070,2023
1221,36831632,2023
1222,36765584,2023
1223,36415626,2022
1224,36285300,2022
1225,35765274,2022
1226,34885115,2021
1227,34868361,2021
1228,34439276,2021
1229,34386496,2021
1230,33868612,2023
1231,33569416,2022
1232,33489896,2022
1233,33364842,2022
1234,33294586,2020
1235,32355517,2020
1236,33562968,2021
1237,31750597,2020
1238,31746439,2020
1239,31746384,2020
1240,31738788,2020
1241,31733640,2021
1242,31731799,2020
1243,31727077,2020
1244,31726271,2020
1245,31559550,2020
1246,31558773,2020
1247,30563325,2020
1248,36511578,2023
1249,36125106,2022
1250,33936277,2021
1251,33694209,2022
1252,36538560,2022
1253,32562373,2021
1254,35733067,2022
1255,31831137,2020
1256,33436962,2021
1257,32240701,2021
1258,33481955,2021
1259,31068943,2020
1260,35777901,2022
1261,36802524,2023
1262,36769177,2023
1263,35421879,2022
1264,34668337,2022
1265,32740774,2021
1266,30931995,2020
1267,35424703,2022
1268,33529861,2021
1269,34447534,2023
1270,32345535,2021
1271,31087541,2020
1272,31922242,2020
1273,34382731,2022
1274,34167618,2021
1275,35015112,2022
1276,30769280,2019
1277,33539779,2021
1278,36321836,2023
1279,35026193,2022
1280,32767729,2021
1281,30592291,2019
1282,34673407,2021
1283,34075120,2021
1284,35412895,2022
1285,32770080,2021
1286,33736417,2021
1287,34085585,2022
1288,32038504,2021
1289,31839907,2020
1290,31275058,2020
1291,31852252,2021
1292,31004655,2019
1293,31275315,2020
1294,33482190,2021
1295,31556264,2019
1296,33818800,2021
1297,35885665,2023
1298,35611851,2022
1299,36211602,2022
1300,34548334,2022
1301,34028833,2021
1302,33790910,2021
1303,31337984,2020
1304,30714442,2020
1305,36286245,2023
1306,33925397,2021
1307,36653745,2023
1308,33516900,2021
1309,33868799,2022
1310,30928987,2020
1311,32842822,2022
1312,36266968,2023
1313,35949047,2022
1314,35511436,2022
1315,35319228,2022
1316,34053079,2021
1317,33857171,2021
1318,33841404,2021
1319,32764335,2021
1320,32417393,2020
1321,32233818,2021
1322,31942966,2020
1323,31185220,2020
1324,31076615,2020
1325,30973285,2019
1326,30587668,2019
1327,36794154,2023
1328,35634460,2022
1329,33898469,2021
1330,33840057,2021
1331,32878636,2021
1332,32823253,2021
1333,32774757,2020
1334,32529739,2021
1335,32021906,2020
1336,31988469,2021
1337,30538705,2019
1338,32487772,2020
1339,36800843,2023
1340,36726153,2023
1341,34831232,2021
1342,34506226,2021
1343,31569791,2020
1344,30399324,2019
1345,35999071,2023
1346,33224130,2020
1347,34821091,2021
1348,36859176,2023
1349,36833357,2023
1350,36766808,2023
1351,36688191,2023
1352,36613718,2023
1353,36495003,2023
1354,36463118,2022
1355,36329419,2022
1356,36284455,2023
1357,36112753,2023
1358,35928925,2022
1359,35925680,2022
1360,35809285,2022
1361,35789645,2022
1362,35781028,2022
1363,35751015,2022
1364,35743167,2022
1365,35664920,2022
1366,35648436,2022
1367,35586674,2022
1368,35563301,2022
1369,35545774,2022
1370,35524373,2022
1371,35406680,2022
1372,35337805,2022
1373,35294195,2022
1374,35289974,2022
1375,35281074,2022
1376,35271662,2022
1377,35264708,2022
1378,35228564,2022
1379,35196550,2022
1380,35129780,2022
1381,35092653,2022
1382,35035811,2022
1383,35021944,2022
1384,35020867,2022
1385,34983581,2022
1386,34965090,2022
1387,34948417,2022
1388,34877353,2022
1389,34855075,2022
1390,34838331,2022
1391,34824176,2021
1392,34815425,2022
1393,34797326,2022
1394,34781979,2022
1395,34758804,2022
1396,34689803,2021
1397,34588560,2022
1398,34564949,2022
1399,34503396,2022
1400,34486082,2021
1401,34449559,2021
1402,34449141,2021
1403,34437653,2021
1404,34418898,2022
1405,34348591,2021
1406,34318873,2022
1407,34221208,2021
1408,34218253,2021
1409,34180348,2021
1410,34176265,2022
1411,34171684,2021
1412,34130607,2022
1413,34105469,2021
1414,34080404,2021
1415,34055120,2021
1416,34024195,2021
1417,34022359,2021
1418,33957967,2021
1419,33909229,2022
1420,33906290,2021
1421,33862068,2021
1422,33830643,2021
1423,33827350,2021
1424,33800594,2021
1425,33780352,2021
1426,33769664,2021
1427,33753103,2021
1428,33748285,2021
1429,33636223,2022
1430,33629312,2021
1431,33618730,2021
1432,33613526,2021
1433,33542918,2021
1434,33540559,2021
1435,33500248,2021
1436,33475963,2021
1437,33472170,2021
1438,33430976,2021
1439,33421274,2021
1440,33389245,2021
1441,33357126,2021
1442,33339419,2021
1443,33336412,2021
1444,33294082,2021
1445,33292148,2021
1446,33283723,2020
1447,33283469,2021
1448,33256380,2021
1449,33210166,2021
1450,33164855,2021
1451,33107309,2021
1452,33097483,2021
1453,33081933,2021
1454,33068176,2021
1455,33006449,2021
1456,32998682,2021
1457,32961661,2021
1458,32946865,2021
1459,32909851,2021
1460,32900348,2021
1461,32876337,2021
1462,32868076,2021
1463,32826973,2021
1464,32823863,2021
1465,32798423,2020
1466,32757734,2022
1467,32756589,2020
1468,32737645,2021
1469,32725652,2021
1470,32720541,2021
1471,32696744,2020
1472,32680921,2021
1473,32614806,2021
1474,32585840,2021
1475,32579760,2021
1476,32573268,2021
1477,32559121,2021
1478,32520192,2021
1479,32490599,2021
1480,32484820,2020
1481,32460356,2021
1482,32447486,2020
1483,32420903,2021
1484,32401176,2021
1485,32400192,2021
1486,32381094,2021
1487,32372074,2021
1488,32331943,2021
1489,32283582,2021
1490,32277848,2021
1491,32245321,2020
1492,32165090,2020
1493,32124227,2021
1494,32117588,2021
1495,32102529,2020
1496,32090104,2020
1497,32075190,2020
