,PMID,Year
423,18802929,2008
424,18006136,2008
425,22289550,2012
426,22433309,2012
427,23534758,2013
428,23799849,2013
429,23981581,2014
430,24273923,2013
431,24400442,2014
432,24751144,2015
433,25909324,2016
434,25990459,2016
435,26945572,2017
436,30322728,2019
437,24365598,2015
438,27020596,2017
439,25934573,2016
440,25017828,2015
441,29445149,2019
442,20591823,2011
443,29371906,2019
444,18188765,2008
445,29844680,2022
446,21984339,2012
447,31512372,2020
448,24503111,2014
449,33410199,2021
450,33628777,2021
451,18387358,2008
452,23041301,2013
453,23933415,2013
454,24071828,2014
455,27323694,2017
456,22391115,2012
457,18242245,2008
458,23092349,2013
459,33747034,2022
460,26274321,2016
461,23497288,2013
462,32140884,2021
463,22450781,2012
464,25167801,2015
465,22745829,2012
466,25869098,2016
467,26502847,2016
468,27476114,2017
469,29362021,2018
470,30042760,2019
471,33024622,2020
472,25505600,2014
473,22392036,2012
474,20018759,2010
475,22128178,2012
476,22370893,2012
477,24332049,2014
478,28099144,2017
479,31609764,2020
480,33051247,2021
481,34366240,2022
482,25717002,2016
483,32793975,2021
484,22452878,2013
485,26207814,2016
486,27203438,2017
487,33153128,2021
488,18403645,2008
489,23804752,2014
490,22264793,2012
491,22573352,2012
492,24199791,2014
493,32746998,2021
494,33931593,2021
495,17674361,2007
496,19654003,2009
497,28591941,2018
498,34967707,2022
499,22862169,2013
500,23850892,2013
501,23880305,2014
502,24268810,2014
503,22438992,2012
504,21242186,2011
505,21358093,2011
506,34102608,2021
507,26070522,2016
508,23424776,2013
509,33095415,2021
510,33848709,2021
511,19952055,2010
512,23494648,2013
513,18006822,2007
514,27087117,2017
515,30384176,2019
516,26521232,2016
517,21166724,2011
518,19780876,2010
519,23029380,2013
520,32641854,2020
521,33359565,2021
522,29582468,2019
523,25351956,2015
524,27602107,2020
525,26867589,2016
526,21939554,2011
527,22614869,2013
528,24589211,2015
529,24507678,2014
530,21953293,2012
531,22929886,2012
532,33424970,2022
533,28641032,2020
534,32121086,2020
535,25862551,2016
536,17891175,2008
537,19372056,2011
538,22479342,2012
539,24518785,2015
540,34070529,2021
541,21255804,2011
542,21880514,2014
543,25521481,2015
544,24852919,2015
545,29733865,2018
546,21941147,2012
547,29764807,2019
548,25127724,2015
549,32012171,2020
550,23747919,2014
551,18187662,2008
552,29137251,2019
553,34013379,2021
554,20451302,2012
555,23895045,2015
556,23922807,2014
557,24577456,2015
558,26078483,2016
559,29543360,2019
560,31691877,2020
561,30210287,2023
562,23885321,2013
563,33239422,2021
564,34432101,2021
565,21156648,2011
566,22315424,2012
567,29975923,2018
568,33507713,2021
569,33526470,2021
570,25735100,2015
571,25193015,2016
572,25686498,2015
573,25873351,2016
574,18451214,2008
575,26458312,2019
576,30072506,2019
577,33329037,2020
578,19703567,2010
579,26107137,2017
580,33175885,2021
581,18607389,2008
582,18663744,2008
583,24447044,2014
584,23007163,2013
585,23171592,2013
586,24105413,2014
587,22053178,2012
588,25825351,2016
589,26506013,2016
590,18458333,2008
591,34734025,2022
592,34440358,2022
593,29787577,2018
594,24222951,2014
595,21912681,2011
596,24691539,2015
597,25212824,2015
598,19179615,2009
599,23340306,2013
600,25677760,2015
601,28665983,2017
602,30755200,2019
603,23650540,2013
604,23568502,2013
605,23682578,2014
606,25063777,2015
607,25451005,2015
608,20395557,2010
609,25725128,2015
610,26787543,2018
611,34088304,2021
612,22937209,2012
613,28414804,2017
614,22350414,2012
615,22331473,2012
616,27713126,2018
617,28385811,2017
618,26627242,2016
619,27300436,2017
620,20529253,2010
621,23108408,2013
622,21725603,2012
623,20711463,2010
624,23773985,2014
625,32985354,2021
626,25704235,2016
627,27056547,2016
628,26679758,2016
629,18560586,2008
630,26043084,2016
631,17957144,2007
632,23268403,2013
633,17149698,2007
634,25117811,2014
635,22384141,2012
636,29082467,2018
637,32198822,2021
638,20873592,2011
639,21548940,2011
640,32319531,2021
641,33179861,2021
642,25642434,2015
643,33237349,2021
644,23400111,2013
645,26675167,2016
646,26225955,2016
647,33058043,2021
648,25903651,2016
649,18478077,2008
650,20634878,2010
651,23704072,2014
652,24513959,2014
653,26988755,2018
654,19412672,2011
655,21364938,2011
656,21969366,2012
657,22294488,2012
658,25451164,2015
659,33281885,2023
660,24257477,2015
661,23762330,2014
662,24220856,2014
663,17188425,2007
664,21298008,2011
665,24945821,2015
666,26414548,2016
667,28376831,2017
668,28796071,2017
669,31932582,2020
670,33304362,2020
671,23885139,2014
672,26617885,2016
673,32135185,2020
674,16822819,2006
675,22241525,2012
676,22262659,2012
677,25800681,2016
678,29768655,2019
679,29566761,2018
680,18537969,2008
681,25551588,2015
682,24100610,2013
683,24759738,2014
684,33430456,2021
685,33066614,2020
686,21575166,2011
687,27556696,2018
688,26821743,2017
689,17222355,2007
690,21690488,2011
691,27729273,2017
692,32709089,2021
693,33617479,2021
694,29562785,2019
695,22782705,2014
696,21827835,2012
697,25339453,2015
698,19584273,2009
699,26073083,2016
700,22618509,2013
701,16331254,2006
702,23828229,2014
703,30230597,2023
704,26272747,2016
705,34568051,2022
706,34998434,2022
707,33299140,2021
708,33816782,2021
709,31929745,2020
710,23133552,2013
711,18823650,2008
712,19237188,2009
713,24591819,2014
714,25872328,2015
715,31722968,2021
716,33718109,2021
717,21122376,2011
718,22472564,2012
719,25832031,2015
720,34503538,2021
721,34246727,2022
722,30156069,2018
723,17622355,2010
724,18818933,2009
725,24748987,2021
726,28408353,2017
727,26415639,2016
728,27776139,2017
729,21213367,2011
730,25912736,2015
731,25766675,2016
732,33134167,2020
733,22407818,2012
734,21533124,2011
735,22112324,2012
736,21122348,2016
737,25014664,2015
738,20354523,2010
739,22261810,2012
740,23771700,2014
741,23745809,2014
742,21858175,2012
743,23190933,2013
744,19501389,2009
745,24072181,2014
746,17826655,2007
747,27390218,2017
748,23954351,2014
749,19723889,2010
750,17012848,2007
751,16166262,2005
752,19744129,2010
753,26959643,2016
754,27658786,2017
755,23442794,2013
756,17442096,2007
757,16940181,2007
758,22524830,2012
759,26168960,2016
760,16096373,2006
761,20448109,2010
762,23246221,2013
763,20227518,2010
764,20439436,2010
765,23550645,2013
766,18493594,2008
767,25064468,2015
768,21247883,2011
769,20423977,2010
770,28956815,2019
771,19624877,2011
772,32370743,2020
773,20857258,2011
774,25981392,2016
775,32428028,2020
776,22272099,2015
777,29551498,2018
778,21654684,2011
779,18777135,2010
780,34327050,2021
781,20944140,2010
782,20693987,2010
783,18372920,2008
784,22678116,2013
785,33287921,2021
786,26924493,2017
787,19120703,2009
788,19446359,2010
789,25058005,2015
790,30065664,2020
791,30069755,2018
792,22677902,2012
793,31756546,2020
794,33290159,2021
795,23773491,2014
796,28957811,2017
797,34305233,2023
798,19997496,2010
799,22525256,2012
800,22799367,2013
801,21636706,2011
802,23907387,2013
803,20546595,2011
804,22529925,2012
805,33212095,2021
806,22320969,2012
807,29084974,2019
808,21931624,2012
809,26909911,2016
810,27708252,2017
811,28817807,2017
812,18187804,2008
813,25098165,2015
814,21426570,2011
815,24460329,2014
816,19738047,2009
817,23479230,2013
818,25482863,2016
819,22003408,2012
820,22194833,2012
821,20081105,2010
822,23019365,2012
823,25613625,2015
824,26550261,2015
825,24079748,2014
826,22450326,2012
827,28898169,2018
828,35107852,2022
829,21921042,2012
830,27300034,2017
831,20666778,2010
832,19148490,2009
833,19446316,2009
834,23532299,2014
835,18082412,2008
836,17890317,2007
837,25013942,2015
838,34288959,2021
839,28854438,2017
840,31692050,2021
841,34600545,2022
842,22511990,2012
843,32741804,2021
844,33042838,2022
845,33378933,2021
846,19748927,2010
847,32957376,2020
848,23984644,2014
849,22325218,2012
850,32318341,2020
851,30064138,2018
852,21637912,2011
853,22046296,2012
854,21993544,2012
855,25856466,2015
856,25844942,2016
857,25826415,2015
858,31535409,2021
859,21472251,2012
860,33313167,2022
861,27513725,2017
862,34350117,2021
863,17697356,2008
864,28928837,2020
865,33304382,2020
866,33572759,2021
867,21998738,2012
868,26632693,2016
869,23776611,2014
870,26046768,2016
871,25936493,2015
872,33253517,2021
873,21246413,2011
874,27390598,2016
875,26111756,2016
876,28651493,2017
877,27481218,2017
878,25341033,2015
879,23274497,2013
880,22058146,2012
881,32296612,2022
882,32533823,2021
883,33022981,2020
884,22318752,2012
885,25597482,2015
886,35210471,2022
887,30028875,2019
888,23555923,2013
889,25551284,2016
890,25250818,2015
891,23771315,2014
892,24412053,2014
893,24811488,2014
894,27545688,2017
895,32647409,2021
896,32861747,2020
897,25906110,2015
898,33361718,2021
899,20420807,2010
900,25103824,2015
901,24600991,2014
902,28321157,2017
903,24853117,2015
904,20488170,2010
905,22159951,2012
906,23219900,2013
907,26152337,2017
908,18521189,2008
909,25524943,2015
910,21345130,2011
911,21557766,2012
912,17470785,2007
913,33926391,2021
914,33719266,2021
915,30982490,2020
916,32775417,2021
917,31452262,2021
918,23768087,2013
919,29547407,2019
920,33425094,2021
921,19043531,2011
922,19782034,2009
923,28334118,2019
924,24098326,2014
925,22203747,2012
926,27847197,2017
927,21987613,2012
928,21977024,2012
929,30915129,2019
930,26176991,2016
931,24481443,2014
932,32582275,2020
933,33919884,2021
934,23776679,2014
935,23770133,2013
936,24832085,2015
937,29963250,2019
938,19126397,2009
939,23770851,2014
940,24892674,2015
941,21275764,2011
942,33040800,2021
943,17355635,2007
944,28858076,2018
945,32784455,2020
946,26464363,2016
947,23661430,2014
948,31950130,2021
949,23772809,2013
950,22178270,2012
951,30280445,2019
952,22231446,2012
953,25972084,2016
954,24441398,2015
955,26497684,2016
956,29254143,2019
957,21868760,2011
958,28894844,2020
959,22964023,2013
960,18308936,2008
961,20309945,2011
962,20338660,2010
963,24351440,2014
964,24724096,2014
965,24791593,2014
966,25435961,2020
967,26655271,2016
968,30026054,2019
969,30171046,2020
970,21926415,2012
971,25238588,2015
972,26316738,2016
973,18172508,2019
974,28415718,2018
975,24460313,2014
976,25197016,2015
977,33349227,2022
978,33352502,2021
979,23932154,2014
980,24709885,2015
981,27562513,2017
982,30259606,2019
983,19284987,2009
984,33196678,2021
985,21293479,2011
986,19948396,2010
987,20022810,2010
988,25972194,2016
989,24858071,2015
990,27634309,2017
991,18307259,2008
992,26655604,2019
993,26323677,2016
994,19745602,2010
995,21464588,2011
996,21472347,2012
997,32102121,2020
998,20818338,2011
999,22970031,2021
1000,29923982,2018
1001,23820752,2014
1002,20574517,2010
1003,22551973,2012
1004,26950155,2016
1005,29126355,2019
1006,22108567,2012
1007,23595422,2013
1008,27192016,2017
1009,27659051,2017
1010,22614057,2013
1011,25050621,2016
1012,26026730,2016
1013,27665867,2017
1014,25197332,2015
1015,30551492,2019
1016,18442408,2008
1017,33322147,2020
1018,18459106,2008
1019,24889251,2014
1020,27889560,2017
1021,26937645,2016
1022,24217794,2014
1023,34302585,2021
1024,15345052,2005
1025,19443172,2009
1026,32017988,2021
1027,27682490,2017
1028,34313407,2021
1029,24911610,2015
1030,27784773,2017
1031,32945445,2021
1032,18434550,2008
1033,24014289,2014
1034,26981236,2016
1035,32360353,2021
1036,23607629,2013
1037,15944707,2005
1038,23946872,2013
1039,22352906,2013
1040,19074899,2009
1041,23797906,2014
1042,24699530,2015
1043,32112368,2021
1044,24662829,2015
1045,33220334,2021
1046,20964835,2011
1047,21665888,2011
1048,27126374,2018
1049,27959953,2017
1050,21422175,2011
1051,28512058,2017
1052,29588449,2019
1053,33072545,2020
1054,33419021,2021
1055,25663689,2015
1056,21899916,2012
1057,25503151,2015
1058,30165157,2020
1059,29533535,2019
1060,22041329,2012
1061,33911004,2022
1062,29116025,2018
1063,33230480,2020
1064,23107361,2013
1065,26349984,2016
1066,23215807,2013
1067,31969991,2021
1068,20145181,2010
1069,23454123,2013
1070,26430739,2016
1071,32780418,2021
1072,29404451,2020
1073,23478189,2013
1074,28035762,2017
1075,27145859,2018
1076,25142559,2015
1077,17660297,2007
1078,21742974,2011
1079,29069656,2018
1080,23509825,2013
1081,30966854,2020
1082,30187701,2018
1083,21176238,2011
1084,28961027,2018
1085,24157646,2014
1086,33350586,2021
1087,24121164,2013
1088,34096173,2022
1089,20637509,2010
1090,22659298,2012
1091,27588466,2018
1092,27770612,2017
1093,33802346,2021
1094,32842713,2021
1095,32445972,2020
1096,24479883,2014
1097,34572843,2021
1098,22812695,2012
1099,25451316,2015
1100,33917769,2021
1101,22926558,2012
1102,23249809,2013
1103,20620595,2010
1104,26257063,2017
1105,29154871,2017
1106,27036030,2017
1107,30177873,2021
1108,30125570,2018
1109,24614526,2014
1110,22893262,2013
1111,23770926,2014
1112,25762642,2016
1113,27285610,2017
1114,26352910,2016
1115,32190652,2020
1116,23321515,2013
1117,19738052,2009
1118,23079745,2013
1119,20097875,2010
1120,32987507,2021
1121,18550634,2008
1122,28767374,2019
1123,23818336,2014
1124,28517980,2018
1125,22897840,2013
1126,30092578,2018
1127,32521873,2021
1128,25492481,2015
1129,30312706,2019
1130,24066116,2014
1131,32162886,2020
1132,18941117,2009
1133,33552958,2021
1134,24495683,2014
1135,21217773,2011
1136,27655328,2023
1137,24240684,2015
1138,25266681,2016
1139,27383317,2017
1140,25311946,2015
1141,22095477,2012
1142,33718161,2021
1143,17948228,2008
1144,21917081,2012
1145,22282464,2012
1146,21317190,2011
1147,29674506,2019
1148,18834857,2008
1149,21702040,2012
1150,27039024,2017
1151,28277133,2018
1152,21269950,2012
1153,24969300,2015
1154,34094925,2022
1155,33973644,2021
1156,20364122,2010
1157,21960261,2011
1158,23775631,2014
1159,22042773,2012
1160,30366049,2019
1161,32000230,2021
1162,26458899,2016
1163,19190326,2009
1164,21529907,2011
1165,26852168,2016
1166,26813595,2016
1167,29715515,2018
1168,24805774,2015
1169,20181935,2010
1170,24502829,2014
1171,27109937,2017
1172,22182931,2012
1173,20810544,2011
1174,18174313,2008
1175,23451063,2013
1176,18634034,2009
1177,23272122,2013
1178,27050146,2018
1179,25405731,2015
1180,25474406,2015
1181,28547952,2019
1182,24558429,2014
1183,21115884,2011
1184,32433403,2021
1185,30036873,2018
1186,28848163,2017
1187,32411519,2022
1188,29886033,2018
1189,20514023,2010
1190,22045191,2012
1191,34564949,2022
1192,26692956,2015
1193,25155037,2015
1194,29281614,2019
1195,27113301,2016
1196,18191785,2008
1197,25230125,2015
1198,22371183,2012
1199,28129114,2017
1200,29582620,2021
1201,25651871,2015
1202,19821055,2010
1203,27994679,2024
1204,22886973,2014
1205,32149111,2020
1206,28106538,2017
1207,29963149,2020
1208,32420153,2022
1209,26602079,2016
1210,27122989,2016
1211,23064661,2013
1212,19057917,2009
1213,16195701,2006
1214,23696927,2013
1215,21703983,2011
1216,32673663,2020
1217,25483109,2015
1218,34220331,2021
1219,26111641,2016
1220,19883630,2010
1221,30071508,2018
1222,32596373,2021
1223,32449290,2021
1224,19188669,2009
1225,30186744,2019
1226,21179471,2011
1227,32038705,2022
1228,33434215,2021
1229,30173777,2019
1230,23734217,2014
1231,30058740,2019
1232,31617204,2021
1233,33996940,2021
1234,27997912,2017
1235,25169894,2015
1236,20044760,2010
1237,34029828,2021
1238,24204564,2014
1239,28077374,2017
1240,31975381,2021
1241,30262429,2018
1242,25596743,2015
1243,22311030,2012
1244,21524676,2011
1245,22019503,2012
1246,22383162,2012
1247,33849406,2021
1248,22348132,2012
1249,24573298,2014
1250,22661538,2013
1251,22606253,2012
1252,24770678,2015
1253,25614447,2016
1254,25381599,2016
1255,24618566,2015
1256,33707970,2022
1257,33680975,2021
1258,28102867,2017
1259,24314023,2014
1260,25501825,2015
1261,28124991,2017
1262,30099442,2018
1263,31086572,2020
1264,33892654,2021
1265,32362622,2020
1266,34095132,2021
1267,24464870,2015
1268,28685895,2018
1269,29953647,2019
1270,32771962,2021
1271,29697201,2019
1272,25682967,2016
1273,35085892,2022
1274,32523663,2022
1275,32790341,2021
1276,26526573,2017
1277,21859927,2012
1278,25922570,2015
1279,28127595,2017
1280,28137310,2017
1281,33586092,2021
1282,27119371,2018
1283,29466830,2019
1284,33245973,2021
1285,32255668,2020
1286,34080731,2022
1287,21478429,2011
1288,22110251,2012
1289,21460242,2011
1290,33242839,2021
1291,25706130,2016
1292,16784538,2006
1293,21737487,2011
1294,23125021,2013
1295,24349438,2015
1296,24917463,2015
1297,25846193,2016
1298,26898455,2016
1299,31063487,2020
1300,32466456,2020
1301,32500028,2020
1302,33318294,2021
1303,33403032,2021
1304,34442460,2021
1305,34612484,2022
1306,28289238,2017
1307,27899750,2017
1308,27809873,2017
1309,23940002,2013
1310,17989717,2008
1311,31762962,2023
1312,19228262,2011
1313,15944708,2005
1314,24239208,2014
1315,27498032,2017
1316,22850566,2013
1317,24705249,2015
1318,26162609,2016
1319,27262492,2017
1320,31750597,2020
1321,32952599,2021
1322,33617803,2021
1323,32992681,2020
1324,33251083,2020
1325,33511519,2021
1326,33553808,2021
1327,34957382,2023
1328,32032554,2020
1329,25356050,2015
1330,25261961,2016
1331,20809749,2011
1332,21415212,2011
1333,34149906,2021
1334,20607356,2011
1335,21831363,2011
1336,22139073,2012
1337,20447714,2010
1338,32208417,2020
1339,32400052,2021
1340,34588502,2021
1341,32301252,2021
1342,32636456,2020
1343,18649363,2008
1344,19473441,2011
1345,20739924,2011
1346,23390000,2013
1347,33133125,2022
1348,34026328,2021
1349,34113396,2021
1350,27882350,2018
1351,21421997,2011
1352,31838455,2021
1353,32093721,2020
1354,33901254,2021
1355,33818699,2022
1356,23131811,2013
1357,19787239,2009
1358,24375455,2014
1359,21861697,2012
1360,33273832,2022
1361,32965722,2021
1362,32849824,2020
1363,33375484,2021
1364,18167339,2008
1365,29343745,2018
1366,32778117,2021
1367,23865473,2014
1368,24092860,2014
1369,25756049,2015
1370,24847876,2014
1371,20357817,2010
1372,25650662,2015
1373,33854593,2021
1374,26178671,2016
1375,33360970,2021
1376,23613318,2014
1377,25925570,2015
1378,25487315,2015
1379,33805769,2021
1380,33879606,2021
1381,26943954,2016
1382,32153563,2021
1383,33709519,2021
1384,23408429,2013
1385,22972404,2013
1386,25884389,2016
1387,26125802,2016
1388,29565706,2019
1389,26123663,2015
1390,27383785,2016
1391,23134218,2013
1392,31376328,2022
1393,33550286,2021
1394,35159335,2022
1395,22761427,2012
1396,33542623,2021
1397,25647078,2015
1398,25784290,2016
1399,33910598,2021
1400,25630839,2016
1401,24880079,2014
1402,29986767,2019
1403,35111747,2022
1404,20418948,2011
1405,22442719,2012
1406,31188543,2020
1407,26648141,2016
1408,27188753,2018
1409,23895517,2013
1410,22155254,2012
1411,33546327,2021
1412,31913579,2020
1413,23509348,2013
1414,24200066,2014
1415,18413822,2008
1416,20234369,2010
1417,21628394,2011
1418,22596182,2012
1419,22968827,2012
1420,33027557,2022
1421,22965940,2013
1422,32946964,2021
1423,33428596,2021
1424,31796535,2020
1425,33806609,2021
1426,33827531,2021
1427,33445738,2021
1428,32872191,2020
1429,33283713,2020
1430,33733556,2021
1431,33319040,2022
1432,31377428,2021
1433,34055880,2022
1434,22102710,2012
1435,33924142,2021
1436,32894240,2021
1437,30501399,2019
1438,33311978,2021
1439,33513887,2021
1440,27234654,2017
1441,32983652,2023
1442,34340124,2021
1443,34106260,2022
1444,34790229,2021
1445,20651244,2010
1446,32482255,2021
1447,19737949,2010
1448,35065761,2022
1449,33009035,2021
1450,31912278,2020
1451,24519663,2015
1452,32822241,2020
1453,31696971,2021
1454,34627683,2022
1455,33529914,2021
1456,35022690,2022
1457,32352616,2021
1458,24903339,2015
1459,32669469,2021
1460,33681226,2022
1461,32417918,2020
1462,21893020,2012
1463,23162627,2022
1464,32024417,2021
1465,32196445,2020
1466,33562569,2021
1467,31743768,2020
1468,31856390,2021
1469,34358264,2021
1470,32883688,2021
1471,33937369,2021
1472,34612147,2022
1473,33498271,2021
1474,35152894,2022
1475,33005103,2022
1476,34157951,2021
1477,31567880,2021
1478,32724027,2021
1479,33036033,2022
1480,33155514,2023
1481,33800495,2021
1482,33389220,2021
1483,34308851,2021
1484,21375733,2012
1485,22438871,2012
1486,32117423,2020
1487,32509578,2020
1488,32974144,2020
1489,32626757,2021
1490,32620610,2020
1491,34371180,2022
1492,34722158,2022
1493,32842533,2021
1494,18172293,2008
1495,21703006,2011
1496,32383554,2021
1497,34463892,2021
